id;lat;lon;cidade;uf
481;    -12.8;   -42.16;                     NOVO HORIZONTE;    BA
482;   -10.31;    -38.4;                       NOVO TRIUNFO;    BA
483;   -11.36;   -38.33;                           OLINDINA;    BA
484;   -12.31;   -42.89;             OLIVEIRA DOS BREJINHOS;    BA
485;   -12.01;   -38.61;                         OURICANGAS;    BA
486;   -10.97;   -41.08;                         OUROLANDIA;    BA
487;   -14.26;   -43.16;               PALMAS DE MONTE ALTO;    BA
488;   -12.52;   -41.55;                          PALMEIRAS;    BA
489;   -13.44;   -42.23;                          PARAMIRIM;    BA
490;   -12.69;   -43.18;                          PARATINGA;    BA
491;   -10.68;   -37.86;                        PARIPIRANGA;    BA
492;   -15.46;   -39.65;                         PAU BRASIL;    BA
493;     -9.4;   -38.22;                       PAULO AFONSO;    BA
494;   -11.83;   -39.61;                        PE DE SERRA;    BA
495;   -12.15;   -38.65;                             PEDRAO;    BA
496;   -10.01;   -37.89;                    PEDRO ALEXANDRE;    BA
497;   -13.15;   -41.77;                              PIATA;    BA
498;-10;    -42.5;                       PILAO ARCADO;    BA
499;   -14.49;   -42.68;                             PINDAI;    BA
500;   -10.74;   -40.36;                          PINDOBACU;    BA
501;   -11.81;    -39.9;                           PINTADAS;    BA
502;   -13.76;   -39.37;                     PIRAI DO NORTE;    BA
503;   -14.94;   -41.72;                             PIRIPA;    BA
504;   -11.73;   -40.55;                           PIRITIBA;    BA
505;   -13.25;   -40.36;                         PLANALTINO;    BA
506;   -14.67;   -40.47;                           PLANALTO;    BA
507;   -14.53;   -40.36;                             POCOES;    BA
508;   -12.43;   -38.32;                             POJUCA;    BA
509;   -10.86;   -40.13;                         PONTO NOVO;    BA
510;   -16.45;   -39.06;                       PORTO SEGURO;    BA
511;   -15.59;   -39.87;                          POTIRAGUA;    BA
512;   -17.34;   -39.22;                              PRADO;    BA
513;   -11.29;   -41.98;                   PRESIDENTE DUTRA;    BA
514;   -14.68;   -41.67;           PRESIDENTE JANIO QUADROS;    BA
515;   -13.44;   -39.42;          PRESIDENTE TANCREDO NEVES;    BA
516;   -10.97;   -39.62;                          QUEIMADAS;    BA
517;   -10.75;   -39.21;                          QUIJINGUE;    BA
518;   -11.41;   -40.12;                         QUIXABEIRA;    BA
519;    -12.4;    -39.5;                    RAFAEL JAMBEIRO;    BA
520;    -9.62;   -42.08;                            REMANSO;    BA
521;   -11.49;   -39.42;                       RETIROLANDIA;    BA
522;   -11.74;   -44.91;                  RIACHAO DAS NEVES;    BA
523;   -11.81;   -39.38;                 RIACHAO DO JACUIPE;    BA
524;    -13.6;   -42.93;                  RIACHO DE SANTANA;    BA
525;   -11.04;   -38.43;                  RIBEIRA DO AMPARO;    BA
526;   -10.83;   -38.53;                  RIBEIRA DO POMBAL;    BA
527;   -15.45;   -40.73;                  RIBEIRAO DO LARGO;    BA
528;   -13.57;   -41.81;                      RIO DE CONTAS;    BA
529;   -14.41;   -42.07;                     RIO DO ANTONIO;    BA
530;   -13.12;   -42.29;                       RIO DO PIRES;    BA
531;   -11.48;   -37.93;                           RIO REAL;    BA
532;    -8.85;   -38.75;                            RODELAS;    BA
533;   -12.28;   -40.49;                        RUY BARBOSA;    BA
534;   -12.87;   -38.76;               SALINAS DA MARGARIDA;    BA
535;   -12.97;   -38.51;                           SALVADOR;    BA
536;   -11.95;   -38.97;                      SANTA BARBARA;    BA
537;    -9.73;   -38.12;                      SANTA BRIGIDA;    BA
538;   -16.27;   -39.02;                SANTA CRUZ CABRALIA;    BA
539;   -14.96;   -39.81;              SANTA CRUZ DA VITORIA;    BA
540;   -13.29;   -39.81;                         SANTA INES;    BA
541;   -15.42;   -39.33;                        SANTA LUZIA;    BA
542;   -13.39;   -44.19;             SANTA MARIA DA VITORIA;    BA
543;-11;   -44.51;               SANTA RITA DE CASSIA;    BA
544;   -12.77;   -39.52;                    SANTA TERESINHA;    BA
545;   -11.25;   -39.37;                           SANTALUZ;    BA
546;   -12.98;   -44.05;                            SANTANA;    BA
547;   -12.01;   -38.86;                       SANTANOPOLIS;    BA
548;   -12.54;   -38.71;                        SANTO AMARO;    BA
549;   -12.96;   -39.26;             SANTO ANTONIO DE JESUS;    BA
550;   -12.43;   -39.25;                      SANTO ESTEVAO;    BA
551;   -12.36;   -44.97;                      SAO DESIDERIO;    BA
552;    -11.5;   -39.54;                       SAO DOMINGOS;    BA
553;   -12.84;   -39.08;                         SAO FELIPE;    BA
554;    -12.6;   -38.97;                          SAO FELIX;    BA
555;    -13.4;   -44.19;                SAO FELIX DO CORIBE;    BA
556;   -12.62;   -38.68;             SAO FRANCISCO DO CONDE;    BA
557;   -11.22;   -41.91;                        SAO GABRIEL;    BA
558;   -12.43;   -38.96;             SAO GONCALO DOS CAMPOS;    BA
559;   -15.08;   -39.33;                SAO JOSE DA VITORIA;    BA
560;   -11.41;   -39.86;                SAO JOSE DO JACUIPE;    BA
561;   -13.04;   -39.45;               SAO MIGUEL DAS MATAS;    BA
562;   -12.51;   -38.49;             SAO SEBASTIAO DO PASSE;    BA
563;   -12.72;   -39.18;                            SAPEACU;    BA
564;    -11.6;    -38.6;                        SATIRO DIAS;    BA
565;   -12.73;   -38.76;                            SAUBARA;    BA
566;   -10.94;   -40.41;                              SAUDE;    BA
567;   -12.41;   -41.77;                             SEABRA;    BA
568;   -14.57;   -42.94;              SEBASTIAO LARANJEIRAS;    BA
569;   -10.46;   -40.19;                   SENHOR DO BONFIM;    BA
570;    -9.74;   -41.88;                           SENTO SE;    BA
571;   -13.57;   -43.59;                   SERRA DO RAMALHO;    BA
572;   -12.76;   -43.95;                      SERRA DOURADA;    BA
573;   -12.16;   -39.33;                        SERRA PRETA;    BA
574;   -11.66;-39;                           SERRINHA;    BA
575;   -11.41;    -40.3;                        SERROLANDIA;    BA
576;   -12.78;    -38.4;                       SIMOES FILHO;    BA
577;   -13.08;   -43.46;                      SITIO DO MATO;    BA
578;   -10.35;   -38.21;                    SITIO DO QUINTO;    BA
579;    -9.45;   -40.82;                         SOBRADINHO;    BA
580;   -12.08;   -41.63;                       SOUTO SOARES;    BA
581;    -12.7;-44;             TABOCAS DO BREJO VELHO;    BA
582;   -14.02;   -41.24;                            TANHACU;    BA
583;   -13.54;   -42.49;                        TANQUE NOVO;    BA
584;   -11.97;    -39.1;                          TANQUINHO;    BA
585;   -13.53;   -39.09;                            TAPEROA;    BA
586;   -11.84;   -40.79;                         TAPIRAMUTA;    BA
587;   -17.53;   -39.74;                TEIXEIRA DE FREITAS;    BA
588;   -12.29;   -38.62;                    TEODORO SAMPAIO;    BA
589;   -11.48;   -38.99;                        TEOFILANDIA;    BA
590;    -13.6;   -39.49;                          TEOLANDIA;    BA
591;   -12.39;   -38.62;                         TERRA NOVA;    BA
592;   -14.97;   -41.41;                           TREMEDAL;    BA
593;   -10.96;   -38.78;                             TUCANO;    BA
594;    -9.84;   -39.48;                               UAUA;    BA
595;   -13.26;   -39.66;                             UBAIRA;    BA
596;   -14.31;   -39.32;                           UBAITABA;    BA
597;   -14.21;   -39.52;                              UBATA;    BA
598;   -11.33;   -42.13;                              UIBAI;    BA
599;   -10.73;   -41.32;                          UMBURANAS;    BA
600;   -15.29;   -39.07;                                UNA;    BA
601;   -14.77;   -42.65;                             URANDI;    BA
602;   -14.59;   -39.28;                            URUCUCA;    BA
603;   -12.08;   -41.09;                             UTINGA;    BA
604;   -13.37;   -39.07;                            VALENCA;    BA
605;   -11.41;   -39.46;                            VALENTE;    BA
606;    -11.6;   -40.13;                     VARZEA DA ROCA;    BA
607;   -11.52;   -40.32;                     VARZEA DO POCO;    BA
608;   -11.25;   -40.94;                        VARZEA NOVA;    BA
609;   -12.97;   -39.39;                            VARZEDO;    BA
610;   -12.96;    -38.6;                          VERA CRUZ;    BA
611;   -17.22;   -40.09;                             VEREDA;    BA
612;   -14.86;   -40.83;               VITORIA DA CONQUISTA;    BA
613;   -12.28;   -41.16;                             WAGNER;    BA
614;   -12.12;   -43.88;                          WANDERLEY;    BA
615;   -13.68;   -39.47;                WENCESLAU GUIMARAES;    BA
616;   -10.82;   -42.73;                        XIQUE-XIQUE;    BA
617;    -7.35;   -39.04;                            ABAIARA;    CE
618;    -4.22;    -38.7;                            ACARAPE;    CE
619;    -2.88;   -40.12;                             ACARAU;    CE
620;    -6.09;   -39.45;                           ACOPIARA;    CE
621;    -6.57;   -40.12;                             AIUABA;    CE
622;    -3.58;   -40.54;                         ALCANTARAS;    CE
623;-7;   -39.74;                          ALTANEIRA;    CE
624;    -5.52;   -38.27;                         ALTO SANTO;    CE
625;    -3.49;   -39.57;                           AMONTADA;    CE
626;    -6.77;   -39.98;                  ANTONINA DO NORTE;    CE
627;    -3.94;   -39.43;                           APUIARES;    CE
628;     -3.9;   -38.39;                            AQUIRAZ;    CE
629;    -4.56;   -37.77;                            ARACATI;    CE
630;    -4.37;   -38.81;                          ARACOIABA;    CE
631;    -4.75;   -40.83;                           ARARENDA;    CE
632;    -7.21;   -40.04;                            ARARIPE;    CE
633;    -4.41;   -39.04;                            ARATUBA;    CE
634;    -6.32;   -40.16;                           ARNEIROZ;    CE
635;    -6.87;   -39.87;                             ASSARE;    CE
636;    -6.94;   -38.96;                             AURORA;    CE
637;    -6.73;   -38.71;                             BAIXIO;    CE
638;    -5.31;   -38.92;                           BANABUIU;    CE
639;     -7.3;    -39.3;                           BARBALHA;    CE
640;    -4.28;   -38.64;                           BARREIRA;    CE
641;    -7.17;   -38.78;                              BARRO;    CE
642;    -3.01;   -41.13;                        BARROQUINHA;    CE
643;    -4.32;   -38.88;                           BATURITE;    CE
644;    -4.18;   -38.13;                           BEBERIBE;    CE
645;    -3.05;   -40.16;                          BELA CRUZ;    CE
646;    -5.12;   -39.73;                         BOA VIAGEM;    CE
647;    -7.49;   -38.98;                        BREJO SANTO;    CE
648;     -2.9;   -40.84;                            CAMOCIM;    CE
649;    -7.07;   -40.37;                       CAMPOS SALES;    CE
650;    -4.35;   -39.31;                            CANINDE;    CE
651;    -4.47;    -38.9;                         CAPISTRANO;    CE
652;    -4.23;   -39.19;                           CARIDADE;    CE
653;    -3.95;   -40.47;                             CARIRE;    CE
654;    -7.04;   -39.28;                          CARIRIACU;    CE
655;    -6.53;   -39.49;                             CARIUS;    CE
656;    -4.16;   -40.94;                          CARNAUBAL;    CE
657;    -4.13;   -38.23;                           CASCAVEL;    CE
658;    -6.13;   -39.87;                           CATARINA;    CE
659;    -4.64;    -40.2;                            CATUNDA;    CE
660;    -3.73;   -38.65;                            CAUCAIA;    CE
661;     -6.6;   -39.06;                              CEDRO;    CE
662;    -3.03;   -41.24;                             CHAVAL;    CE
663;    -4.84;   -39.14;                              CHORO;    CE
664;     -4.3;   -38.49;                         CHOROZINHO;    CE
665;    -3.53;   -40.65;                             COREAU;    CE
